,ID,age,gen,edu
2237,B4B0E3BC2184E7B26AE558A957D6D922,3,1,3
2238,C79029F2877932D9DF63CDABF7A3ABC8,1,1,5
2239,D76DA8298D13573EEE1272F0C989A5DE,1,2,5
2240,E5F6AF66346633F34FDF409F1AB71E73,1,1,5
2241,5E91733CABDBE9571856EF91CF16A7A7,1,2,5
2242,88039CDE922B98720722FDF99FB345EB,1,1,4
2243,6950B5BBAA3024527E1505B392A96F88,2,2,4
2244,A3653CFC8D64A9C7D9865861E3141072,2,2,4
2245,CFF83BE24DCC0DBBD2FD6467CB790181,2,2,4
2246,30E790445C07890A9A15668A2DFC3615,1,1,4
2247,5E1C1AE207044E72FFBF20803FD2C68A,1,1,5
2248,AF0310034083AFCF718CD7481BCD470F,2,2,4
2249,7FE5B418457DB0FE738F7045FFA025B1,1,1,5
2250,3BEFF53D85E13C4E9A0063F828FB1A8E,3,1,4
2251,C832ABFDFB9D3F216D37BD917C1E9B63,2,1,4
2252,C0819592EDD8CB30C6CAFB45B65ED277,3,2,3
2253,64B970D2ACD93A41FA15F98F728E87EC,1,2,5
2254,9D8AB3494D47ABEB0D5C7064BD71863A,1,1,5
2255,1CF20937321ACCF8175949F86BB6D07F,2,1,5
2256,3B72086C7C0AB56B7FF4947E1CE4BDD5,1,1,5
2257,38693B32382D962F585B4A98B8934E3A,2,2,4
2258,A5E98D01B85EACD333373FBB9977FF20,1,1,5
2259,C799B5E34BCCFE82A28D2868944C55A8,2,1,4
2260,701ACF7B26E5EBEECDAF69FCE94EA179,1,2,5
2261,2BD9BF05E8AFD625ECC828086FFD75FB,1,1,5
2262,5DB3811BCD78618BEE2245CECA32E843,3,2,3
2263,BDCE1816D717E5CA00AA5BEC800A3A84,1,2,5
2264,9DB16AA042B35F2FC2F3843E2D74D421,1,2,5
2265,EE3BFAFBE2C09D9043D5C75971BE486A,1,2,5
2266,C7EA0B28518E798C1A5E192A38B7B04E,2,2,5
2267,6BFD3709EEB314CFC41653335966FB14,1,1,5
2268,90E8CCAF50613FEF6EF53C0BF33285AB,1,2,5
2269,B1A92DBE5A64D6128FE8471E9B6FEF3B,1,1,5
2270,715255B4B2E9BD1FEB10B5F5016FFE28,4,2,4
2271,E097F3D2D7BD8F8F5AF1AC21BA45D34C,1,2,5
2272,9CF1DC9B56AEA123CC77CA2A5904C183,1,1,5
2273,4A19CCBCAC38CAB4AE5B0254FD1B77B3,1,2,5
2274,09AAB9923946B8A0FB8A32DDED186894,3,2,4
2275,76C461BEC9F2DEB974EF00978C37550F,2,2,4
2276,99E81AE39355FE276E93017DCADA3FE8,2,1,4
2277,A043021A7F533EE94091F96F5F1F528A,1,1,5
2278,4F79657271F0FD0550CFE6E368EB7FEC,3,2,3
2279,E13A3F2BAC216B349B39DA718A8C30CA,1,1,5
2280,5BC34A695F0E0D1E7401828FCA934DD6,2,2,5
2281,A4E27750C1E4595728C99C5FCFCF0A57,3,2,3
2282,8BD14D6C5F00189D179F57334322F05B,1,1,5
2283,992EF4F99CA8EEBD4C7CFA3B2D314B5B,1,1,5
2284,075EC9DB92F4DED8DFBB49D60731E37C,2,1,5
2285,BD083817759E858C12FF2ACFA111E4E4,1,1,5
2286,0E6FF0AC381795827C41257709B12133,2,1,4
2287,94E12774707B0088A700013E922D4975,2,2,4
2288,9794A46007773426293736668445C1EA,1,1,5
2289,79E7721F845E502DB0FEDC21CDE0C6A9,1,2,5
2290,636DA0503E315776CB50995C2701B74A,1,2,4
2291,135B5404118F0A5046AD471F0D8B668F,1,1,5
2292,4DEC17D4B2D5FFB6C8AF14D5BC902982,1,1,5
2293,4D742EB55397A5515609AEF3816EEEBB,3,2,4
2294,5015DFB1BCD55F71A9E961C5131DB77C,1,1,4
2295,CA2DAACF9D6DDF2C1D0C9CDCDC582EB8,2,2,4
2296,42ABEE25C63A0850630A0A88F77D71AE,1,2,4
2297,6E77BFFBFFDC084CF5AE5B24899405BB,1,2,5
2298,B023A9B9CE96E37955602FF78A4C9558,2,1,4
2299,8E186B6528FCF4913D33C95E692A6C06,2,1,4
2300,F5EDDA40DE644FF123D1BC817D9FE5F9,1,1,5
2301,A3703AD540E2E55AE939E314B4D2C830,3,2,4
2302,48DE52CAB92B6F25D52DC506DABF9F82,3,2,4
2303,604218B9B3E193EADE1A3E683633038E,2,2,3
2304,8186F8028ABA63E8791E812006EBDAAE,2,1,4
2305,A30D8F849E84B71F881F6CF95052156A,1,2,5
2306,8D4C107FEF6EAD3B18C23185309A126D,3,2,3
2307,53A1045EE3202741041A59DBBAF18532,2,1,5
2308,79E12974E66897D4060A97BDCA4A93F0,2,1,5
2309,EB2348D430B74966BA29B9E7C5F428FE,3,2,4
2310,B0ED672B6CC2633995BAB3E03800626B,1,1,5
2311,60FFE0652F93B4C78E2348E3FBB10501,1,1,5
2312,11CA015DDF05E4DE31D33A8288CBA29C,2,1,3
2313,672E46EC26E8C026A220956CB63E8D21,2,2,5
2314,2D4021ADC0BC8BA59C464D2CE7FDE206,1,1,5
2315,DEEE9D3E4D9D7BA2A45421D5615EFB81,3,2,3
2316,8E0A385297B258860557AE01AE270CF2,2,1,4
2317,7F3A16D2002F800FCEDD92BC4090694C,1,1,5
2318,E14CF60BEA403F646FDD3ADC96829101,1,1,5
2319,EB46B44B5469D65382F2BF3B3EFC6D92,1,2,4
2320,26F5D81387AD6B02942A516E776EBDC5,1,1,5
2321,F28FC1A495B770D3BAE4D22562D88199,1,1,5
2322,B22A3CEA0946A8F263313F1DC11452C2,1,2,5
2323,79F22EE231AB10C9A0470BF528927FFB,2,1,5
2324,D5387E5E51722A0E28CA54D0D09FA569,1,2,3
2325,0CC7F018A563C5B4001A6CE867C1E3CB,1,2,5
2326,9281B67D931CF7583D9694707682473B,2,1,3
2327,639A375B5863D9B6897931669B935549,1,1,5
2328,E71266A8E6356402894F14DB7B2F027C,3,2,3
2329,E77358DB8747C854B3548CBB37BC3530,2,2,4
2330,95C51BED0D94D345A08BAC500B8DFEBE,1,2,5
2331,512B480A551FB3E8F68EAEBA8C0BA51D,2,2,4
2332,E53FE68A0C19E34049713A8FFB55D26F,2,1,4
2333,8EBA3AF9B7EF7927B0EF545372E19850,2,2,5
2334,39E029AC4BE42B1D740C3B6BCEAC705C,1,1,5
2335,B5300BEA731C5AE94B32C46C741DFCA3,4,1,4
2336,028E33FD9A8F529ED2CBEF99B5825ABA,2,2,4
2337,816FA8E8900319B1F7265DD0591B09B6,3,2,4
2338,17F0F8BB895FE512DC4E732952E1C66C,2,2,4
2339,BA04F12AA968E099191FC1BAE571C9AA,1,2,5
2340,55DE45C9BB766E4277C41EC7C5AA239A,1,1,5
2341,6659041051A4ABB11619E222462DFF01,1,1,4
2342,07FEE29A52F6E940A54029F056A1E23F,3,2,3
2343,7D7D81D9914F85F85362C42C46E6965B,3,1,3
2344,41D721F78E9819E356FC055ED211A1DF,1,1,5
2345,0B598C1869FB4DE273D3459313E8C005,3,1,3
2346,80ACA1D92FD40FC28F8EC64289CB0ACF,2,1,5
2347,0C72C26AC06175642BCC7EF114A92589,2,2,5
2348,C42C4F852FB4154F49C5DE2CF582286E,1,2,5
2349,477E695086A5E85B3224FB37758E21CD,2,1,4
2350,5284FB8A9F0BF37E27F3A2009BA75A6B,1,1,5
2351,7957F6A5E52CDC97408F25AEB9154A17,1,1,5
2352,59B5ADE3983AC9E71956FCDE021FE3BB,3,1,3
2353,0237B02FC9F85543A9E850BA5CBF85D5,2,1,4
2354,B5E259A359BD97616FAB1601A97894E6,1,1,5
2355,864C9F3318736E95DFE4D5D60F7BCA76,4,2,3
2356,0ED86DAAE329494EE83614650D302ABA,1,1,5
2357,F5FAA497CB915D8C9115A7AF0AB5B178,1,1,5
2358,BC7EC2E1174C89AEF209E6899A340668,2,2,5
2359,9DE057FA00F5235C7871585149856DB1,1,1,5
2360,9606C27ABD75BE7771F32483FE82E075,4,1,3
2361,CFB1DE1D6B8D623098857B57DDA6F046,2,1,4
2362,FB87CDA385AA48CAAA739C0B6CC216A0,3,2,3
2363,61ADA105DA529098DFCACB903A39AB4F,1,2,5
2364,D2F31090F6219B4B017B1B42F4CD0576,1,2,4
2365,B7DB0E120E998D395DB7BF02416C52F9,1,1,5
2366,5DA87876D123A9EA69730B8C8A21B469,1,1,5
2367,B27A7A98E133105D85225DDEE3417A62,4,1,4
2368,9CDD5D42B791C4EE2F1B70DBFAC5BFD4,1,2,5
2369,3774012DD6DB915017E7A345F29AB522,2,2,4
2370,C70CE768E6AAD0BA700A508CC792B8E5,1,1,5
2371,F2D5644570175CD55275BD94C28510B6,1,1,5
2372,E7A377B6D177987F3F69149269EA7F72,2,1,4
2373,619A1ED9D8D0066168035FC59B7E7BCD,1,1,5
2374,21CBA1D7AF6F4BFAEB0F9049128BF631,3,2,3
2375,ABA0746E13FFB4FDC719FB9FBCFE8B90,1,1,5
2376,90206EB553D3244F1D4ADEA9885ED88D,3,2,3
2377,8EC92903A5D0683ABF3116396750AB6D,1,2,3
2378,627E210D38C768AC91F7D2389C47EECC,1,2,5
2379,94173F8ECB40EDE8BBCECFB19ADFAD9B,2,1,3
2380,473E60867CC131B4F3D0E79126095D22,1,2,4
2381,557308ABB76902F299A36E6CEF75A012,1,1,5
2382,E903768902DAC9996F6635C1D8AF4D82,1,1,5
2383,E0E5709270BFAEC78BFE1B3490065223,1,2,5
2384,ABA411FF2382B2D92AB43060BEDAA504,3,1,4
2385,7A8D38AD8AC6F0A7C53D5E461434E33F,3,2,3
2386,728ADD21A08BD0493341C59F38364343,1,1,5
2387,78AEF943BF1C5856583252BFDEE7F22A,1,1,5
2388,00BEA0C4C7666864882E2A1E467BD4DE,1,2,5
2389,5EB69CC12148D940CB530337DF6F823F,1,1,5
2390,EE1CAB150C681799C83970CF5FC937F1,2,1,4
2391,6D7B019368DE7C290F575EDA3D7ED11F,3,2,4
2392,34F456970379E774E73F32ED1DADB885,3,2,3
2393,6F72B2D885C89608CC253F54B4CE8B7D,3,1,4
2394,9D2290111BF2AB9865FDCE39152CC299,2,2,4
2395,E49B4E833DEE9075052816B53C3C3CB9,2,2,4
2396,9D245D49B6B23EE0BD7737DF70122CAB,3,2,3
2397,04175D1B22F04947B60B978D125A68E1,1,1,4
2398,CD36EA22B508D412720F3CB093A98A8B,3,1,4
2399,1A1107251D5A092E0FE893AA3A8EBF56,1,2,5
2400,3C290E49643935C08132738006D43CAD,2,1,5
2401,1E7F076E1148479C09307D90C196DA8D,1,1,5
2402,7C5BAD84E5B1BAAF22082494A8B91F1D,2,1,4
2403,7BB1AF48C2204D0AF4FA626F7ABDF9ED,1,2,5
2404,C171F3B60379D64BCD74BF70161ABE05,2,2,4
2405,D33D7F7786C1F4A471C5CE0A9A8CC8C8,1,1,5
2406,3E9411BA704EC0DBB641FEC43A98497D,3,1,4
2407,1427D930F72A3F0051B04019F0EC00D7,1,1,5
2408,8AAF6ADB60C18E7EADADD9E6C23C6A45,1,1,5
2409,BF0769FC73DCD1316320386BF57A90ED,1,1,5
2410,F1F070319B7F651C478E6E8E6C0E1470,2,1,4
2411,B34E2B4900AB90DDD8EC9507C3B55EFB,3,1,3
2412,3A592B3DB26C59F15CA7AC0968C43495,3,2,4
2413,0B451D6FD47919360D4EC85CA7F3B373,1,1,5
2414,E402DA835D06F781E335026777B3400D,1,1,5
2415,C5EC2D5592B605C08351634524D46FF7,1,1,5
2416,4B3AB2333D9FA751CFB5F471E7773D6D,2,2,4
2417,72DCA90E81CB93A252E1F9F0D0A24952,1,2,5
2418,AC259171140CC84ECB732B2554B02119,2,2,3
2419,963299D397DFDEB8337841341D67B3C6,1,1,5
2420,9FF4ABAE0249755FB6918856291FE52B,1,1,5
2421,0067C509EA775C43871185DEF89684AF,1,1,5
2422,F4356EE728C108C194DFE9FEA8D19BB6,2,2,4
2423,5DD3BAAB7110BCAEDE4D657DDC4A34DB,3,2,3
2424,F7E56C31B639A2C880193751A2610F36,1,1,5
2425,D402284E18A4378AE0C83F3FA6031CFA,2,1,4
2426,FA6F57F11E4A1CFDDD1C0E37E22BDBC5,4,2,4
2427,1371EB9B2CCEC70520693A33ECCE6B2D,3,2,4
2428,CE981EA618667F555F98FCC6CF140BCE,1,1,5
2429,0561B416875FC4ED78AB855B2A4DAC0B,2,1,4
2430,E8DDA841E4DB4291859D16A37AF7D2FB,3,1,3
2431,A08696CF90184D58C3DAB0B324864A07,3,2,4
2432,0940962B009EAAE45F34AC731F4EA8E8,2,1,4
2433,CFAD6116DF00D2577279901F16340FA3,2,1,4
2434,4C7EEF28F8982A5BAE0CDC396A320C01,1,2,5
2435,29ED8539DCDFA4ABD221EF3A9CE6343D,1,1,4
2436,BEFC0453033A4CE6837E08B95F1306FB,3,1,3
2437,0905563AA91ACF6D8ED66E97EEAB6230,1,1,5
2438,877BB674B163568E8248BD7C05D9CB5C,3,2,4
2439,65FA5F5B7B6322DDEA3E9F6D21797723,1,2,5
2440,D12CC2E08D37F1DB50F106A9530988EB,1,1,5
2441,00668C1828D21BEC7BC6A26C7A9B8ECA,2,2,4
2442,EB7BFF61CE22E11A4692AD24AD490D3D,3,1,4
2443,5DDE661AC2A9BE8770A9840D4BEA6C37,1,1,5
2444,DE69B367E4738A269ED808480A44B158,2,1,5
2445,34E6B529133E1A7E91A1BAC4E3D83835,3,1,3
2446,CF0106934633544F8C639DD87ABA1AD9,1,1,4
2447,96667D83FC2AC20D9878DE9D4553DA77,1,1,5
2448,EE71BA2035784F156E3762B4D90FC04C,1,1,5
2449,0ECDC6ACA716C304FC16C298AE5AF623,2,1,4
2450,809022E307B91D61FAAFB8CCDAB76D02,2,1,4
2451,8A50A6B8CC719044ED8E9708BDCDA247,1,2,5
2452,7B7C1875D8C9D2B25EDE98E9869525DE,2,1,5
2453,86E6B2D43B89708EB3B0EA7EDBD17FC5,1,1,5
2454,C0E8B50FAC3CBB62AFA4AF83465D860A,1,2,5
2455,27EA8637D24B475377D1AE25438AB316,1,1,5
2456,1C5C3E6DAEBBE7946AAF695EF7020D64,2,1,4
2457,42F640B42BFC06AACE151CBFE57C124B,1,2,5
2458,6C1E41B2ED96444379A809CDD1121559,2,1,5
2459,7D1B08ABB76CD6AAA79A097602DBF59E,1,1,5
2460,D5D9E35B5026BB345BB07EB37F02AAFA,1,1,5
2461,6D6FBB32B6A057C64D4D8EE8A48E23C9,1,1,4
2462,DE17CFA94CB792D17BD04AD190D12C88,2,2,5
2463,4DCF27A854E5A0D3308B74C384DEAFE2,2,1,4
2464,C7438611F1F40B00683486BC1C17E4B0,3,2,4
2465,5CECBA1E03976FBC2059F63124ACD2D1,1,1,5
2466,87498425BFB4C0766893866D70B6B373,1,1,5
2467,52A2E76D45D9EA8F1F6A9CA34B08E049,2,2,3
2468,CD92995A6D0E14FC9F3348511F88E389,2,2,5
2469,9B00DDBDB9F50BBFC8D9FE8E8B88883A,1,1,5
2470,492E71794FE8EC03DD214D56603AC0F6,2,2,4
2471,38022A01F8460A83983CA71374689030,1,1,5
2472,789809E2069289FAAA416BF7299AA40B,1,2,5
2473,567B8EB60BBD7B150402C6FBB5643AC0,2,2,5
2474,555FE1D669CA95E8A64D8D32B6A59BE8,2,2,4
2475,AAC6AD67C2A886519A30063AACA8422D,3,2,3
2476,88FD7F7C53A5226CD924B59E285A8EC0,1,2,5
2477,31FCE39DA791ED10A45922F25EAAB766,1,2,5
2478,C354478684291311B4CBEE5A75115BF0,1,1,5
2479,CDE3CE9DC2BB071003F5E7E333EAD9F5,2,2,5
2480,5BFBD1B18714679F6ADF80E2EC34496D,3,1,4
2481,28E2231D3D8C59202E15CEAAD71484C3,2,2,5
2482,971C162669B0CB5E22EDA0D779A217D6,3,1,3
2483,DE3D7FF8BB40A366D06A08E2B7F40B4B,1,2,3
2484,76422B5F869F116A3AABFA4F2B16077B,2,2,4
2485,71820D180A057FF8B1EF8C2A0A3137EC,3,2,3
2486,FB74D81344A590DE5CBC304E7A7F1B48,1,1,5
2487,03D8628A69144CB7B921B6A3233B348C,4,2,3
2488,7269F9625D1DDE76C687C29FDCB08C94,1,1,5
2489,30F5372960055170EDEBB3DE9B400C2A,1,1,5
2490,14BFC1C278C59F3585CE5EB6D9F9EA5C,1,1,5
2491,1519EC74EBF1DDF5DDF5A59D4BC80884,2,1,5
2492,29B7D50A9C79F2B2771F2516EE836B6D,1,1,5
2493,B1066EB23839E285AA1E5791DD62297C,1,2,5
2494,CEC7043AE09BFA4F689C316C0291F1E3,2,1,5
2495,88526AAE6D074A7271F408F1910617FB,1,1,5
2496,A307DBF9BF18F2002EF4FE0956C920AC,2,1,4
2497,4345CA1DFAB41710E224691D53B2BDDA,2,1,4
2498,C577FED83B71E6D092385617677E9C64,1,1,5
2499,803F7FE9233C0FDB9372E41359A8A0F6,1,1,5
2500,4DEE21290985CAB082983650786E974A,3,2,3
2501,C2479FCE969D12BB83733B933CDA32BE,1,2,5
2502,4B77DF513ECA2F1D32E4168CEA024CE7,1,2,5
2503,4AD2DB72FCE76F2E975522B147B43748,1,1,4
2504,2CC56242FAED6FA846263AD902BB30EC,2,2,4
2505,1E5E848DF257CD9D02212F631003DADD,1,2,5
2506,B39A2A7F83CA9CC1DB85556460EEF7D7,2,1,5
2507,4237FDE6FB5FE2C797E51A4B2A59FCCD,3,1,3
2508,6D3985AF520BAECC8D4F9205D9C249EC,3,2,4
2509,4C4C1CEEB99CE1E9FE3049A34FB8B6CE,2,1,4
2510,6DEA13A088A84F7FCE73A227AA759E93,1,2,5
2511,4895B27AD87A28CBAD646BB088CE3853,1,2,5
2512,9F920E3895FDEAEA150AA23298B3A2CE,1,1,5
2513,B0ABAC3D30166F6BF334CBA349D7DD2B,2,2,5
2514,2EBC5990E219F274B13E491764F5DF0B,1,1,5
2515,5E4626D432C93E76F2948185F859B2FC,1,2,5
2516,2C0A759AF34F5C7D2E9EFBF79146441D,3,2,4
2517,1394D5AFCB73B33CC140EC4ACCE00ECE,1,2,5
2518,892AB97F73346AB7F87D45AC375CD058,1,1,5
2519,8CF85EA6B667D35C346CC3257DD3691C,3,1,3
2520,6653BAB292DDCDEAFB0EC1EC6E635930,1,1,5
2521,E5857BEF0C4F57E3F96E2888323B43F1,3,2,4
2522,14F73285C75F3D2560EE3EC08FC9F5F8,1,1,5
2523,F92B29D52AB7DB4CE04E44CE3E98986F,1,2,5
2524,112F8FBCACF30A0E29C3803F9F0732BC,1,1,5
2525,E1AC6F10F3FA99DF7EA5F21AC5AE1872,2,2,5
2526,F940D8ABCF0D40EB46C576F3D583EAD1,2,2,5
2527,A5E42845B7D1A00AB4700262D04FC95A,2,1,4
2528,AF2EB3C3521F00F87652A7650616B0FD,3,2,3
2529,24D962CA14F3547F3E13E47D65C3093E,4,2,3
2530,4C684D8FFE5DEA9A2A64962285B9031D,2,2,5
2531,1476605A9A865FAB1BB5CB829C9F33BA,1,1,4
2532,B3FB106B4348AAAA86CD2739683C3574,2,2,4
2533,212DFBDE4552F88E07D5A4ED47D4C4B1,2,2,5
2534,ED45F30E495BE127CD60D6F0456B1339,1,1,5
2535,EF40777FBCCB043277AE76A5386E3F87,1,1,5
2536,1D4AE927364899483F676844BA7CFABD,3,2,3
2537,2E4973490059CC10C69E031DC8C866FC,1,1,5
2538,032A105CE23D80DB67D3925D0CB37E38,1,1,5
2539,65978ADC3CE2731DAF12DE91FAD6A254,1,1,4
2540,078200F10F3A91F1D08AD09A42E526C3,2,2,5
2541,45B3AE3B800A90B32A7B3CC65124DBF4,3,1,4
2542,C380B5F782C43C9C2F4F16818E0DDF7D,3,2,3
2543,1A254A1B1E4EA6C29E39625C847FC129,2,2,5
2544,818E128597E6AEBDB56E4ECC2B74DCB9,1,1,5
2545,32CFA59233ADBFECF52C0A77DEB575E6,1,1,5
2546,DF603C00682F8C91C7D948C541312526,1,2,5
2547,06131D1BA1D699980C1B9A8AFAF4FEC5,2,2,3
2548,E598441F7E729AD0AC367E2EE6053456,2,2,5
2549,BD845D7AA442B4FBE03413A73154B5CE,2,2,4
2550,D6D1E84DAFECDEEEB7CD77DC1817CD2E,1,1,5
2551,5E7CEA15118C005A0A354E9C002D27DB,1,1,5
2552,3B2336DBBDBE384BF55DED18C0611381,2,1,5
2553,D93F4DECC01362AB9228D27B2F4DB3A3,1,1,5
2554,18686D24A7EF8D8018FE99D43AD735AB,3,1,3
2555,6A4C8803A021F43D3A3E27126DF8108C,2,1,4
2556,5DC4E70265962B0B1769AB20E7083E37,3,2,3
2557,48DEFC91BDF69AB3B00F06863EF7D014,1,1,5
2558,8BDAFCDE85099721EB9059D5115B5C26,2,2,4
2559,E27F1944256A4731469458D55A83F79E,2,1,5
2560,52DD5F0E276E06996885BAC5E4099442,2,1,5
2561,0833EE68581F62C6F290C7B2E74FEACE,1,1,5
2562,7C30F330FE57C185F66A7C41508301DC,1,1,5
2563,A4798F727C31D882CE3F17C4BE32485A,2,2,4
2564,EE405E4E48E31C25E1E27732442B66D6,1,1,5
2565,5B3650C2DFCDC3F960737B5A2D4BE07E,1,1,5
2566,12B291B7C4E6E32E703775402F156499,2,1,5
2567,1BC48DDEDC7330003C98EF6ED4FB1AC1,1,2,5
2568,3F4B77BEC1FFEC1AE0FA6C63885C2639,1,2,5
2569,D7340842FC0F7459A494B3E52A025320,1,2,5
2570,BCD669DDFD6D051B8A1AF41D2FB8266C,1,1,5
2571,501F2AB1D21F320E135D1C92840EDEBF,4,1,3
2572,E56009DD5879135E326FA13A7109C8F6,1,1,5
2573,630BF5C90D46E6263F5E387F5799AA2B,3,1,3
2574,791732A17A87E8F68544A58552732BE2,1,1,5
2575,1F3F5B7390D50505F0908A8177C52778,2,1,5
2576,7A1EB14710A66FF4D281D6250C4CE2DC,1,1,5
2577,D64E70C4165E708EFE7687FBC0BAE55C,1,1,5
2578,1E5DA74DA03F6861536D5D23ABE1EF98,3,1,3
2579,78971E2E07E35B4A9D7DD7A215D9842F,3,2,3
2580,A9DEB1E6821072CD15D8AF062D010CD2,2,2,4
2581,522F5EAC5C0255B836929D1E5EBDF196,1,1,5
2582,A1F36C311F569B279EBB29A500477D27,2,2,5
2583,09B97D3FF4305A11375738735BB28F57,3,1,3
2584,13FDB2E63B3DF6CDDDC4322BE989B1FB,3,2,3
2585,D9F1792D1B7CE97F03735FED74BC2DC6,2,1,4
2586,99EAF7FCDA97ECB135284380C4606DD7,4,2,4
2587,5979803E02AC74FBC621232D8C4D1424,3,1,3
2588,3659CA9ED7DD899A820AC9D7FF262B12,3,2,4
2589,5F3ED28FD35889172C72FC9CA005B200,1,2,5
2590,1FA24FA4493841F56C2CF00D58CF7413,2,1,5
2591,6BBF6AEAF8CCB281B0E6276B3B0A1FF6,2,2,4
2592,7123981E20B05F52D9C8A814888F6E57,2,2,4
2593,1683D4BA96C39647A15266FEDE010D09,2,2,4
2594,B751B319A7513DF1BE0478599AE3F719,1,2,5
2595,EC3CF45BC2CA2B1E5D03A59668C2E756,1,1,5
2596,CB35D6862FB009B5C2E4934BD6113B77,1,1,5
2597,7CCA27EFE9D177BC275C1A8B8F2471D5,1,1,5
2598,51A09E705115831D307EB574773D4A3E,3,1,3
2599,43A57497DC9A3A5CC96109CB5936067B,1,2,5
2600,20F781F7C4918AB4AC7486FD36107C06,1,1,5
2601,10F3B41AF861D8632A44ADF61EF62FD7,1,1,5
2602,84F8D765063AA4C5A0C11567114F9FD5,2,1,4
2603,7670EBB6AC1CCE7153135E1BD3D7A58A,3,1,4
2604,473DCC6DDA8CCB1E4B8D4A6D49332881,1,2,5
2605,5ADCE779C92A24A97E1476DAAB70CFDB,1,2,5
2606,95267123F00CF6525A478D38B1AA7586,1,2,5
2607,6782606093D518BE993B50AEDE4CC478,2,2,5
2608,275F162AAC9286F09F86C30C5BDBC539,1,2,5
2609,15A7FF6FC3E1AE6937269D050094345B,1,2,5
2610,FA2DBCC5B9C97B22BEB80349D14FF801,2,1,4
2611,0AA4C7D7FFF5574AB3ED3F5EC407DE8B,3,1,4
2612,B10D237792D81259FB8CE6093CB9CE30,4,2,4
2613,5D3CA7DC286C8C150D2C56B745E7121F,2,2,4
2614,E1605593F0A41B6B179E142FCA21E10F,3,1,3
2615,A2D2F5E7390E51FD79BA101E11252C85,1,2,5
2616,F044D6A219AFC46DEA4A8C51E93719F7,1,1,5
2617,647ECD624DC1B352382A007DEF04F2A5,2,2,4
2618,B87177CDC71B298DDFBC6C6022137D71,2,2,4
2619,CA68FCBD4F60566FB807D6C2136DDD47,1,1,5
2620,7150DE2383B6FBDA556709ACB04774F5,2,1,5
2621,398FB2B736CBCC608314B3CD3230CAC1,2,2,4
2622,6AC91BF4F44DC9763559F6B68278B925,2,1,5
2623,158C6A89422CEDFF64F1FDD5FAC59DF8,2,1,4
2624,9275DFF69DB36AB1B15BDE5A56FA5591,3,1,3
2625,F9CFA6856DFF5602F6779B456F6E23C3,1,2,5
2626,3B71FEC2BE60F96379E4BBC2660CC965,1,1,5
2627,31B3BC19AB719643159DABAEA19A5C6D,2,2,4
2628,DBB8DBEF3AC925D3A154CBA7D7E35DE8,1,2,5
2629,3696A150368DE61799E5125436959202,2,1,4
2630,00A38ABF9470568AB746358F93A62606,1,2,4
2631,41E8D4B5935A0BC55ACAE6E6D53783B2,4,2,3
2632,704469086216C00039E22CDE35DA304F,1,2,5
2633,1BCBB09A1DD30631840E8FFB60F49E54,1,2,5
2634,A8FB6028165957B60A2F08FEECAC5843,2,2,4
2635,DEA01B918D57CAF18B0E27CC2411699D,2,1,3
2636,7CD10505699C387BACCA7D16DE70D87C,1,1,5
2637,F171B3F42A6C956F39F2F7A45D57E2E0,3,2,3
2638,34B88C15322CFF4DB8F27068ACEAE0FB,4,1,3
2639,BC207C7D4BC4A437445874FB9088CFBE,1,2,5
2640,9076811EF18E81F5E3138BA0347B64DE,1,2,5
2641,B322CFC9CF9FEADD67356B71A3CF3028,1,1,5
2642,EB1A410373E198A776B2B372FEB53B93,1,1,5
2643,AAA46835E4DF7F16C03993A6E97718B9,2,2,4
2644,07C44C52DF61BF5DB5414E574DA264C8,1,2,4
2645,CDA145E7990DBA8A39683C8BB2A21E40,3,2,3
2646,A689C44D7EBAA6B23A6C874B44433D96,1,1,5
2647,82DA2CF7F2B7263B1BC1B15D2FC39FA1,1,1,5
2648,EF992A08A496DC634030AE4EFA9F9EBC,1,2,5
2649,A90BB4C1DB1D692FBAE4CFDA2CC21257,3,2,3
2650,09A50254C0647C50C8C73AC21A9EC129,1,1,5
2651,682954E1A03EC7AABE934C13E8923401,1,1,5
2652,2E4ED949CD72AB381BC4A0207A747CF2,3,2,3
2653,1F076BB329BCD8376AFFB4505351DC54,3,1,3
2654,5D2B80C25A458B4A6E80564EE4118AFF,1,1,5
2655,9ED46268A80E10B016AC367530717530,2,2,5
2656,3AEFB3F9D867AB71669FFA463152D486,4,2,3
2657,110EECAC2A808A141599F04B93E020E8,1,1,5
2658,15096229095CB1FD37ADE482261B606D,2,2,3
2659,30F0CDF3F4E3BAC55C65792EA8815E60,3,2,3
2660,8D9564098F1037684AC15823454BB06B,2,2,4
2661,F88358701A85AC732AB6E21449268274,3,2,3
2662,6146AFCBC2C14C4F2C436899B1824EAE,1,2,5
2663,6117291F2FC4C5401AFB51EC5078B610,2,2,4
2664,FC0D55A3DDAAE7A629FD037940027399,3,2,3
2665,77219ABDC49A0E83AC2BA3A4C671E3BC,2,2,4
2666,27F7B8EF1E9C642EB018D241DF5A14B0,3,1,3
2667,FED3D8248D68968D118915FD4B45A123,2,1,5
2668,0B601FCCD2E41F55FA2D03036B409F79,3,2,3
2669,C39D7240883D00054607CB6537160576,1,2,5
2670,D81988171E40E1206CE7CFFAD5257B63,1,1,5
2671,7242FB3F05D13F6650544648CDC86C40,1,2,5
2672,4A5C910EDDAF19F70FBDE9F2ACAA2AD8,3,2,3
